Text,Topic,Language
"❤💙❤","art","ENGLISH "
"Vero!!!!!","art","ENGLISH "
"👍💖","art","ENGLISH "
"Lovely dogs 😍😍💓","art","ENGLISH "
"Hayvanların sevgisi çok başkadır .. Candır onlar can .. 🤩😍🤩😍🤩😍👌🏼","art","ENGLISH "
"Mutlu akşamlar. ☕🎶🌃","art","TURKISH "
"Çok tatlılar. 😍😍👌👌🐕🐕","art","TURKISH "
"Ama yerler sizi yaa .. 🐶🤩🤗👌🏼","art","TURKISH "
"Gorgeous 🙌👏😍🤗🐶🐶🙋‍♀️","art","ENGLISH "
"So cute!!!🐶🐶🐶🐕🐕🐕👌","art","ENGLISH "
"2 cuties 🐾❤️","art","ENGLISH "
"Dargın sanırım bunlar birbirine..🐕🐕","art","TURKISH "
"Huzurlu iyi geceler diliyorum 🍀🌙🎶🌠🙋🏼‍♀️","art","TURKISH "
"Şahane 👌Emeğinize sağlık 👏👏👏 👏👏","art","TURKISH "
"🐶🐶😍❤️❤️❤️❤️","art","ENGLISH "
"So wonderful, Cüneyt ❤️🐶🐾💕🐾🐶❤️","art","ENGLISH "
"Beautiful! 😍 😍","art","ENGLISH "
"🐶🐕🐾","art","ENGLISH "
"Cutie 😍🙌","art","ENGLISH "
"True!!! 🙌🙌🙌🙌","art","ENGLISH "
"Eline sağlık çok şeker olmuş 👌👌😍","art","TURKISH "
"They are so cute 🐕🐶🐾😍","art","ENGLISH "
"👏👏👏👍Mutlu akşamlar 🐕","art","TURKISH "
"👑👑👑👑","art","ENGLISH "
"🤗🤗🤗🤗","art","ENGLISH "
"Huzurla kal kardeşim","art","TURKISH "
"Selamlar","art","TURKISH "
"☕☕☕☕","art","ENGLISH "
"🤗😊🤗😊😊","art","ENGLISH "
"Şahane bir kare emeğine sağlık","art","TURKISH "
"iyi akşamlar kardeşim","art","TURKISH "
"Vaaaay😍 fogholadast 👌🏻😍👌🏻❣️","art","TURKISH "
"عاليه جناب مراد زاده 🌸🌸🌸","art","PERSIAN "
"💎❤","art","ENGLISH "
"👌👌💎","art","ENGLISH "
"🔝💎🔝😍👌","art","ENGLISH "
"👌🏻👌🏻👌🏻💎","art","ENGLISH "
"😍👌👌","art","ENGLISH "
"💎💎💎💎💎🤩","art","ENGLISH "
"wow🤦‍♀️che awli","art","MALTESE "
"khafan nabashiim💎","art","XHOSA "
"Refighe ba marefato herfei🤩👌🏼","art","XHOSA "
"Very beautiful!👌😍💯💯💯","art","WELSH "
"Super beautiful !","art","ENGLISH "
"Vackert!👌😍","art","SWEDISH "
"😮 Nice color","art","ENGLISH "
"Mycket vackert 👌👌👌","art","SWEDISH "
"💕👌","art","ENGLISH "
"💛🧡💜","art","ENGLISH "
"Så vackert!","art","SWEDISH "
"😍😍📸👏👏👏👏","art","ENGLISH "
"Excellent composition! Wonderful light and tones!","art","ENGLISH "
"Übersnyggt","art","GERMAN "
"❂ 𝔾𝕣𝕖𝕒𝕥 𝕤𝕙𝕠𝕥! ㋡ ♡","art","ENGLISH "
"Wonderful 😍🔥👏","art","ENGLISH "
"Fantastisk!! 🧡👏🏻✨","art","DANISH "
"Så vackert! 🌟🙌🏼🌅🤩💕🌟","art","SWEDISH "
"Vackert 👌👌👌😘","art","SWEDISH "
"Dreamy 💙","art","ENGLISH "
"Härlig bild 💛..","art","SWEDISH "
"Vakkert😍","art","NORWEGIAN "
"Absolutely fabulous 😍","art","ENGLISH "
"Vakkert🧡📷🙌","art","NORWEGIAN "
"Awesome shot! In each nice pic there are all vibrations of the soul. Enjoy a special night.","art","ENGLISH "
"👏🏻👏🏻💕💕","art","ENGLISH "
"Beautiful foto!","art","ENGLISH "
"Så utrolig vakkert🙌🏻☀️💙","art","NORWEGIAN "
"Very good😍👌","art","ENGLISH "
"🙌🏼🙌🏼","art","ENGLISH "
"Your happy place is beautiful","art","ENGLISH "
"Vackert 👌🏻✨🌅","art","SWEDISH "
"So evocative 😍love the image","art","ENGLISH "
"Es mejor borrar todo los recuerdos para que luego no nos llenemos de malos recuerdos","art","SPANISH "
"👏🙌🔥😂","art","ENGLISH "
"Que Hermosa frase","art","SPANISH "
"Así es! Ese es el problema","art","SPANISH "
"Excelente cuenta 💪🏻 excelente frase","art","SPANISH "
"Así mismo me encanta esta pagina","art","SPANISH "
"Pasa años para sacar todo pero se logra","art","SPANISH "
"Muy buena fraseee la verdad","art","SPANISH "
"Hay que empezar a solucionar lo que no queremos","art","SPANISH "
"A veces sucede no nos podemos desprender de todo","art","SPANISH "
"Porque a veces no nos gusta tener que olvidarlos","art","SPANISH "
"Nos da mucho miedo deshacernos de todo ello","art","SPANISH "
"Es así debemos sacarlos y enfocarnos en lo bueno","art","SPANISH "
"Que gran verdad hay en esa frase","art","SPANISH "
"Oh wow, wann war das denn 😍🔝Am Mittwoch?","art","SPANISH "
"Sehr schön 😍","art","GERMAN "
"Cool🌊🌊🌊","art","ENGLISH "
"WoW wow www","art","INDONESIAN "
"😻","art","ENGLISH "
"So sweet 👩‍👩‍👦","art","ENGLISH "
"اوکی 👏","art","PERSIAN "
"Mamnun 🌸✨💙","art","UZBEK "
"التماس دعا","art","ARABIC "
"تبریک میگم، کارهای شما بسیار خوب هستن، اگر دوست داشتین از صفحه ما هم بازدید کنید، از شما سپاسگزارم🌹","art","ARABIC "
"تو این شب منم دعا کنین😔🙏","art","PERSIAN "
"🌹🌹🌹","art","ENGLISH "
"#Dope ✊🏾","art","ENGLISH "
"Great capture.","art","ENGLISH "
"You're beautiful conscience❤️😍❤️😍❤️😍","art","ENGLISH "
"Q bella dama","art","SPANISH "
"💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙","art","ENGLISH "
"😘😘😘😘🌹","art","ENGLISH "
"😻🌷💗❤️♥️💋💋","art","ENGLISH "
"Neat oo","art","ENGLISH "
"Guapa y preciosa espectacular semana!!!!","art","SPANISH "
"😘Nice","art","ENGLISH "
"💘🤗😻😍💛💞💖🙌","art","ENGLISH "
"Guapísima!!!😍","art","SPANISH "
"The first step I took is a long time ago... You are looking beautiful and beautiful figure btw... 😘🌹","art","ENGLISH "
"Waawww 👌","art","MAORI "
"🔥🔥🔥 encantadora en azul","art","SPANISH "
"🥰🌟🥰🌟🥰🌟🥰🌟🥰🌟","art","ENGLISH "
"💞💘😚💥💖👻😙💣💝😻😗💚💜😜😘❣💛😛😍💟💓🤔💗💙❤🤗🖒💣","art","ENGLISH "
"😍😍😍😍💋💖","art","ENGLISH "
"Cuando tenga palabras de nuevo prometo escribirte algo, me has dejado sin palabras 👏👌😍😘","art","SPANISH "
"👌😍💝💐","art","ENGLISH "
"👌🏼💖","art","ENGLISH "
"👀😲😍💓🌹😉😘😘👋","art","ENGLISH "
"Bella 💙💙💙💙💙💙","art","ENGLISH "
"Nice 😃😃😎","art","ENGLISH "
"And be the lady in the UrbanZone. 🔝","art","ENGLISH "
"⏳steps⌛","art","ENGLISH "
"Esto es vamos .... no quiero.desir k es estas espectacular hija 😂❤️","art","SPANISH "
"Dos pasos hacia adelante y ninguno hacia atrás ⭐️. Espectacular como siempre!! Belleza y Elegancia personificada 😊🔝☀️☀️☀️","art","SPANISH "
"A esto le llamo yo mayoría absoluta..🔝🔝😘","art","SPANISH "
"Awesome😘😘😘😘😘","art","ENGLISH "
"😍😍😍😍 Me encantas😍😍😍🙌🙌🙌","art","SPANISH "
"Beautiful🤩Sei bella ragaza 🤗❤️🤩","art","ITALIAN "
"❤️❤️❤️❤️❤️😘😘😘😘🔥🔥🔥La belle rose bonjour","art","FRENCH "
"🔥👌😎","art","ENGLISH "
"And aren't you taking it in your stride?","art","ENGLISH "
"Top😍","art","ENGLISH "
"Majestuosa 😍","art","SPANISH "
"Beautiful dress and beautiful shoes!","art","ENGLISH "
""selec>|<ed bodies only" 👌👏","art","ENGLISH "
"Guapísima.. Y te queda estupendo! 😎😎😀😍","art","SPANISH "
"🌷😍🌷","art","ENGLISH "
"Que bonito el vestido💗","art","SPANISH "
"👍🔝","art","ENGLISH "
"Que belleza este vestido ,hermosa👏👏👏👏🌷","art","SPANISH "
"Moving with elegance 👌","art","ENGLISH "
"😍😍💥💥💥💥💥","art","ENGLISH "
"Tes comme  chaque  jours incroyablement  belle  maria douce soirée  de dimanche 😚😚","art","FRENCH "
"Guapísima","art","SPANISH "
"💖💖💖💖🔥","art","ENGLISH "
"🔝Level","art","ENGLISH "
"Nice 😃","art","ENGLISH "
"😍😘👏🙌","art","ENGLISH "
"Encantadora mujer de negro me gustas 😍😍😍","art","SPANISH "
"Oye como va...","art","SPANISH "
"★★★🎀══╝█╚═█═╝█╚══🎀
🎀══╝█╚═█═╝█╚══🎀
★★★★🎀══╝█╚═█═╝█╚══🎀ـ
★★★🎀══╝█╚═█═╝█╚══🎀ـ
🎀══╝█╚═█═╝█╚══🎀ـ
★★★★🎀══╝█╚═█═╝█╚══🎀
★★★🎀══╝█╚═█═╝█╚══🎀
🎀══╝█╚═█═╝█╚══🎀
★★★★🎀══╝█╚═█═╝█╚══🎀ـ
★★★🎀══╝█╚═█═╝█╚══🎀ـ
🎀══╝█╚═█═╝█╚══🎀ـ
🍃ೋ══╗╚══ೋ 🍃🌹🍃ೋ══╝ 🌹🌹
.•°”˜˜”° 🌹🌹🌹🌹🌹🌹
.","art","ENGLISH "
"guapísima 😍😍😍","art","SPANISH "
"🔥🔥🔥🔥🔥‼️","art","ENGLISH "
"فاتنة 👌👌👌🌷🌷🌷🌷","art","ARABIC "
"👍👍👍❤❤❤🔥🔥👌👌👌","art","ENGLISH "
"Love you woman slimy","art","ENGLISH "
"cool👍","art","ENGLISH "
"باشگاه مشت زنی فقطط 💙","art","ENGLISH "
"Happy Birthday!🎂🍰","art","ENGLISH "
"خانم لاوت💕💕💕","art","PERSIAN "
"وقتی بچه بودم فک میکرذم خواهر جانی دپ 😅 خاص و معرکس 🔥","art","PERSIAN "
"عالیه اصلا","art","PERSIAN "
"Ocean eight","art","ENGLISH "
"فایت کلاااااب","art","PERSIAN "
"همشونو. مگه میشه جایی باشه و دوسش نداشت","art","PERSIAN "
"بلا تریکس عالی بود، نقشی که هیچوقت یادم نمیره 🙄💖","art","PERSIAN "
"هری پاتر و باشگاه مشت زنی","art","PERSIAN "
"بلاتریکس لسترنج ولاغیر ❤️❤️❤️❤️","art","PERSIAN "
"قطعا بلاتریکس لسترنج👌","art","PERSIAN "
"ای خدااا من عاشق این بشرم آخه یه زن انقددد دوست داشتنی؟؟!!!!","art","PERSIAN "
"Fight club😍","art","PERSIAN "
"توی فایت کلاب هم خیلی خوب بازی کرد","art","PERSIAN "
"جواهر سینمایی...واقعا که بینظیر و فوق العاده است","art","PERSIAN "
"کدومش مربوط ب فیلم مرلین؟","art","PERSIAN "
"سویینی تاد😍","art","PERSIAN "
"همه نقشااش 🥺😍😍😍","art","PERSIAN "
"😍😍😍😍❤️❤️❤️❤️","art","ENGLISH "
"فقط بلاتریکس","art","PERSIAN "
"یه دیقه وقت بزارید بخونید پشیمون نمیشید 
بچه ها شنیدین میگن پولدارشدن لیاقت میخواد؟ حالا هرکی میخواد براحتی درامدمیلیونی داشته باشه بخونه........... اگ این متنو تا آخر بخونیدمطمعنم بهم میگین: دمت گرمممم. عزیزان میدونستین شما هر شارژ 5هزارتومنی ک از برنامه هایی مثل آپ میخرین ازتون 5530تومن کم میشه و 530 تومن میره توجیب آپ و میلیارها تومن همینجوری سود میکنند؟ حالا یه برنامه توسط اساتید دانشگاه شریف ساخته شده بنام 7030  واسه شارژگرفتن،کارت به کارت،بسته اینترنت،پرداخت قبوض، خرید بلیط هواپیما و قطارو اینجور چیزا که شده داغ دل برنامه هایی مثل آپ.حالا فرقش با برنامه هایی مثل آپ اینه ک 7030 میگه از اون 530 تومن 70درصدش واسه خودمشتری و دوباره به اعتبار خودتون اضافه میکنه. حالاشما چجوری پولدارمیشین ؟ شما هرکسی رو ب برنامه معرفی کنین سودحاصل از خرید و تراکنش اونها نصیب شما هم میشه و همینطور روی خرید نفراتی که توسط زیرمجموعه شما واردبرنامه شده اند،شماهم سودمیبرید وطوری میشه ک شما ماهیانه بالای ۱۰ میلیون تومان درامدکسب میکنین وپس از مدتی اگه هیچ کاری هم نکنین بازم مجموعتون خودبخود رشد میکنه وشما هم بدون هیچ فعالیتی درامد دارین. یکی از دوستام سه ماهه برنامه رونصب کرده والان ماهیانه بالای ۶ میلیون تومن درامد داره و هرماه بیشتر هم میشه. درضمن این برنامه تمامی مجوزها از وزارت صنعت ومعدن و وزارت ارشاد رو داره وافتخارش اینه ک با گذشت شیش ماه از شروع برنامه حتی یک شکایت هم ازش نشده و همه کاربراش ازش راضی هستن ودارند درامدزایی میکنن.برای دانلود برنامه 7030 میتونید از طریق بازار، گوگل پلی و مایکت اقدام کنید و برای ایفون با توجه به محدودیتهای اخیر اپل موقتا از نسخه وب 7030 استفاده کنید.یا از خودسایت 7030هم میتونین برنامشو دانلود ونصب کنین.فقط موقع ثبت نام یه کد معرف ازتون میخواد ک میتونین شناسه معرف من رو بزنین:232324
بعد از نصب برنامه هم کد خودتون رو بسازین واز طریق اون به دوستانتون معرفی کنین.همچنین میتونین برین تو سایت 7030 وببینین ک این برنامه روز ب روز داره پیشرفت میکنه و خیلیها رو پولدار کرده و رو دست آپ زده حتی یک روز زودتر نصب کنین یعنی سود بیشتر
شناسه معرف : 232324
*موقع ثبت نام کیبرد باید به حالت انگلیسی تنظیم باشه*","art","PERSIAN "
"Good job","art","ENGLISH "
"You beautiful lady you ❤️","art","ENGLISH "
"Freu mich auf die nächste Show!!!!😍😍","art","GERMAN "
"WoW. 👍 amazing artwork. We both share the power of art!","art","ENGLISH "
"Nice art...yes he’s pretty powerful","art","ENGLISH "
"Anna Karina. Vivre Sa Vie. 
So Captivating.","art","FRENCH "
"Cool 😎😃","art","ENGLISH "
"👍🏻👍🏻","art","ENGLISH "
"Najlepsi def.😍😍😍😍🔥🔥🔥🔥🔥🔥🔥🔝🔝🔝🔝🔝🔝🔝","art","POLISH "
"koliko ljepote na jednom mjestu 🙈🙈🙈🔥🔥🔥 aaaaaa🔥🔥🔥","art","CROATIAN "
"Što si bre razbio prozor?😂😍","art","CROATIAN "
"Колико лепоте на једној слици...🌍","art","SERBIAN "
"Šta uradi jadnoj mašini?","art","BOSNIAN "
"omgg prelepo izgledas💋","art","CROATIAN "
"😍😍😘","art","ENGLISH "
"💕💕😍","art","ENGLISH "
"Aii kako me gledas💗💗😘😍😍","art","ENGLISH "
"💪🏼","art","ENGLISH "
"Maybe a Reed-sternberg cell 😅","art","ENGLISH "
"Are you married?","art","ENGLISH "
"❤️🇩🇴","art","ENGLISH "
"I imagine you as a more beautiful Bob Ross 😂😂","art","ENGLISH "
"Sexy 😍😍😍😍 Maybe a lot of flower?","art","ENGLISH "
"according to the colors I guess it's a natural landscape or a sea view!  I'm not sure","art","ENGLISH "
"A forest scene? 💕","art","ENGLISH "
"On the screen have some colors, are you painting a rainbow?♥️😃😃","art","ENGLISH "
"رح ترسم طبيعة ممكن سما و خضار او بحر 😍","art","ARABIC "
"EKG 😂😂","art","ENGLISH "
"Waiting for ur response to my text sir. Just read it for once! 📖😊🙏💐","art","ENGLISH "
"Starry sky apperance","art","ENGLISH "
"Me 😌","art","ENGLISH "
"Bello😍","art","ENGLISH "
"خليها سيمبل وفاضية 😂","art","ARABIC "
"Get the chesticles out of the way so I can guess","art","ENGLISH "
"That’s beatiful 🥰","art","ENGLISH "
"Jack,!! Paint me like one of your girls 😍😍😍😍","art","ENGLISH "
"Self-portrait?","art","ENGLISH "
"💋❤","art","ENGLISH "
"Hello Baby","art","ENGLISH "
"😍❤️ love u","art","ENGLISH "
"I Love ❤️❤️❤️","art","ENGLISH "
"beautiful painter😍😍😍😘😘😘","art","ENGLISH "
"A tropical fruit ice cream? 🤔😄🍡","art","ENGLISH "
"❤️I love how you are a doctor and always have some time for workout , I am a big fan of yours , question: how do you get your chest so pumped","art","ENGLISH "
"Sexy men And rich😍😍😍😍😍😍😍💋💋💋💋💋💋💕💕💕💕💕💕","art","ENGLISH "
"Nice... im Doctor and painter like u too!! Regards","art","ENGLISH "
"💞","art","ENGLISH "
"😍😍😍😍😍😍💋💋💋💋","art","ENGLISH "
"Self portrait of your inner spirit","art","ENGLISH "
"Wooow!!!!","art","ENGLISH "
"👎👎👎👎","art","ENGLISH "
"the sexy artist 🎨","art","ENGLISH "
"❤️🔥❤️🔥","art","ENGLISH "
"Getting ready to paint a nude portrait of me.","art","ENGLISH "
"😍😍😍😘💙❤️","art","ENGLISH "
"Paint a nude portrait of me.💋","art","ENGLISH "
"U had me at...🎨","art","ENGLISH "
"Windows XP wallpaper? 😀😀😀","art","ENGLISH "
"Perfect","art","ENGLISH "
"doctor I need a good doctor, you know how to heal hurt and sad heart 😭😭","art","ENGLISH "
"UAu beautiful😊😁😍😘","art","ENGLISH "
"I used look you more like a sculptor","art","ENGLISH "
"Paradise beach 🏖","art","ENGLISH "
"😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘😘😘😘","art","ENGLISH "
"Hotttieeeeee","art","ENGLISH "
"Ummmmmmmmmmm sexy😍🔥","art","FILIPINO "
"Wao beautiful💗💗","art","ENGLISH "
"Have wondefull sunday Doctor👍😊","art","ENGLISH "
"May be a Zoo 🙈😅💫","art","ENGLISH "
"Oh my my my woohoo sexy ❤️❤️❤️😍😍","art","ENGLISH "
"May be a zoo 🙈😅💫","art","ENGLISH "
"Handsome and talented 😍😍😍❤️❤️❤️😊😊","art","ENGLISH "
"Nope what did u pain and lookin ripped in the chest and biceps","art","ENGLISH "
"You're so handsome!!! 😍😍😍","art","ENGLISH "
"💞😘💋💋💋💋","art","ENGLISH "
"Wonderfully Doctor!!!😍😍😍","art","ENGLISH "
"Good","art","ENGLISH "
"👏🏻👏🏻👏🏻😘😘♥️♥️","art","ENGLISH "
"Me gusta pintar","art","SPANISH "
"Beautiful 😍🌹","art","ENGLISH "
"Whatever you paint; It will be 👍 GREAT! SMOOCHES💝☺","art","ENGLISH "
"Mark Rothko style panel maybe?","art","ENGLISH "
"También es pintor 👨‍🎨 🤤🤤🤤😍😍😍","art","SPANISH "
"And a muse also. Your talents never cease","art","ENGLISH "
"That must be a beautiful painting 💯😊","art","ENGLISH "
"Hmmmmm.... You probably are attempting to paint the canvas 🤧😋","art","ENGLISH "
"👉👏👏👏👏👏♥️","art","ENGLISH "
"اللهم لكي صمت وعلي رزقا افطرت 😂","art","ARABIC "
"💯","art","ENGLISH "
"😇","art","ENGLISH "
"La Giaconda.","art","ITALIAN "
"Popeye☺️","art","ENGLISH "
"Bello como siempre","art","SPANISH "
"🔥🔥😻😻","art","ENGLISH "
"A pride flag","art","ENGLISH "
"Handsome 😍","art","ENGLISH "
"Whatever it is I'm a fan already","art","ENGLISH "
":OO STUNNING!!","art","ENGLISH "
"LOVE IT💕💕","art","ENGLISH "
"IM BLOCKED FROM LIKING BUT PLEASE KNOW THAT I VERY MUCH ENJOY THIS IMAGE MEG","art","ENGLISH "
"THIS IS SO PRETTY.","art","ENGLISH "
"this style,,,,,,so powerful","art","ENGLISH "
"This is so cute I love her","art","ENGLISH "
"I love this so much!","art","ENGLISH "
"AH I LOVE IT","art","ENGLISH "
"She looks so cute","art","ENGLISH "
"she looks so adorably badass !!","art","ENGLISH "
"Omg, so cool!!","art","ENGLISH "
"IM QUAKING MA’AM😩💖","art","ENGLISH "
"RAVEN SKSKSKSKSK!! 💞💞💞","art","ENGLISH "
"My OG waifu as a kid","art","ENGLISH "
"WOWOWOW AMAZING","art","ENGLISH "
"My favorite Titan looking GOOD 👏👏👏","art","ENGLISH "
"i adore this!!! her features are so gooddd","art","ENGLISH "
"Can this be my wallpaper?","art","ENGLISH "
"OMG I LOVE HER","art","ENGLISH "
"GOOD","art","ENGLISH "
"Zinthos! 😂 She’s is beautiful in your style 😍","art","ENGLISH "
"OMG RAVEN LOOKS AMAZING I'M SHOOK","art","ENGLISH "
"ZINTHOS","art","ENGLISH "
"OMG YOU DREW HER SO GOOD!! I USED TO LOVE THAT SHOWWW","art","ENGLISH "
"So so so cool!!!!!! I’m in aweeee","art","ENGLISH "
"THIS IS SO WELL DONE I-","art","ENGLISH "
"Omg I love 🚺🚺🚺🚺🚺🚺","art","ENGLISH "
"WOAAAAH THIS IS COOL","art","ENGLISH "
"she's beautiful 🥺🥺","art","ENGLISH "
"She looks great!!!!!","art","ENGLISH "
"Omg omg omg omg oh My God 😭😭😭😭😭THE BEST EVER I LOVE IT TOO MUCH 😭💛🌼!","art","ENGLISH "
"😍😍😍i’m obsessed with your art!!!!!","art","ENGLISH "
"This is so amazing!!! You’re such an amazing artist, and you inspire so many other people. Your art is so so so beautiful. Never stop drawing!!! You are an inspiration! Keep up the great work!💕","art","ENGLISH "
"I LOVE THIS SO MUCH!! I LOVE ALL THE EXPRESSIONS!! GOSH EVERYTHING YOU DRAW IT AMAZING","art","ENGLISH "
"My favourite character ever!!!!!!","art","ENGLISH "
"i love this sm","art","ENGLISH "
"noah fence, but i love this 😗","art","ENGLISH "
"shes sooo cute ❤️❤️❤️❤️❤️❤️😍😍","art","ENGLISH "
"💞💞","art","ENGLISH "
"i c o n i c ! ! !","art","ENGLISH "
"best avenger 😤😤👏🏼👏🏼","art","ENGLISH "
"OH SNAP","art","ENGLISH "
"YES!! BEST GIRL! 💘💘💘💘💘💘","art","ENGLISH "
"RAVEN LOOKS SO GOOD IN YOUR STYLE!!! 🤧💞💞💞","art","ENGLISH "
"OMGGGG this is really well done I'm love 😍😍","art","ENGLISH "
"DuDE this is sO pretty OML","art","ENGLISH "
"Por fin! Foto de exterior Elina👍😍","art","SPANISH "
"😍👌🌺👏","art","ENGLISH "
"Клааас 👏👏👏","art","ENGLISH "
"Krasse Schrift 😍👏","art","GERMAN "
"Die Überschrift ist so schön damn 😍🔥","art","GERMAN "
"So neat!!! I love your feed 😍😍😍","art","ENGLISH "
"🌠","art","ENGLISH "
"كتير حلو","art","ARABIC "
"💋💋💋💋💋💋💋💋💋","art","ENGLISH "
"نسرين طافش إنتي روووعة","art","ARABIC "
"ست الحُسن 😍 نسرين طافش","art","ARABIC "
"اميرة🌺🌺","art","ARABIC "
"منوره ماشاء الله عنك","art","ARABIC "
"شو هل برده 😂😂","art","ARABIC "
"🌺🌺🌺🌺🌺🌺🌺🌺❤️❤️❤️❤️👏👏","art","ENGLISH "
"😜😜😜😜😜😜😜","art","ENGLISH "
"شكد شفت مسلسلات  وممثلين .. بس ما شفت ممثلة احلى منج ابد ابد والله ، اتمنى احجي وياج 💜","art","ENGLISH "
"You are a nice","art","ARABIC "
"Hello ! , i'm John, i work for tv. I m new on youtube ! I just created tutorials  of editing pictures and not just theory. There is no place 
for a new account on internet ! all the time famous people are seen ! :( Can you check in my bio the link of my youtube account and if u like please 
follow and support me ! ✋😊🌸🚁","art","ENGLISH "
"چنده","art","PERSIAN "
"ببخشید حق مالکیت و ثبت یعنی چی؟","art","PERSIAN "
"👏🏻👏🏻👏🏻 آفرين هنرمند من ♥️♥️♥️ خيلي قشنگههه","art","PERSIAN "
"مانتو چنده؟","art","PERSIAN "
"من هر چه ام با تو زيباترررم ☺️❤️❤️❤️😊","art","PERSIAN "
"Precioso😍","art","PERSIAN "
"ah that’s incredible!","art","ENGLISH "
"enormemente hermoso","art","SPANISH "
"Brutal!!!!","art","ENGLISH "
"❤️❤️❤️❤️ Es una pasada! Enhorabuena, es una pasada! Siempre Frida!","art","SPANISH "
"Brutal❤️😍","art","ENGLISH "
"Oh,  la laaaa q bonitooo 🙏💕💕","art","SPANISH "
"Es maravilloso 🔝","art","SPANISH "
"💙🌹","art","ENGLISH "
"حسابك. يخبل","art","ARABIC "
"🇹🇳✌️","art","ENGLISH "
"🚚 pic","art","ENGLISH "
"💪💪💪","art","ENGLISH "
"👌🏽👌🏽","art","ENGLISH "
"للللتخلصص من دهوووون الجسم الزااائدة والكرررش بمنتتج مضممووون + برااامج  غذائية + متاااابعة✌✌✌👩رااااسلوونييي 📩","art","ENGLISH "
"💓💓💓💓💓","art","ENGLISH "
"السلااام عليكم بناااااات للى تشتكين من تصبغات ببشرتها او كلف ونمش وحبوب واثاره وحفر وندب تكلمني فوووورا باسبوعين هتنحل مشكلتك حل مؤكد ومضموووون","art","ARABIC "
"u really went in like that","art","ENGLISH "
"All of these are way to accurate 😅 especially the quizzes one oops","art","ENGLISH "
"also for once someone who doesn’t hate gemini 😪","art","ENGLISH "
"have you done a sagittarius board yet?","art","ENGLISH "
"yikes my gemini moon felt this and im so excited for holy trinity of ezras!!!! 🤩🤩","art","ENGLISH "
"gemini rising gang","art","ENGLISH "
"I actually agree with people to end the conversation before I get irritated","art","ENGLISH "
"gemini is my favorite zodiac thank you","art","ENGLISH "
"Wow this is so accurate how do you know","art","ENGLISH "
"i feel called out","art","ENGLISH "
""you are an undercover water sign" uuuuuuuuuhhh that hit me, so true, girl, so true, but we will never say it. Love love your posts btw!!!!","art","ENGLISH "
"you really attacked me with the project piece huh","art","ENGLISH "
"This shit lowkey hurted","art","ENGLISH "
"this is 100000% me","art","ENGLISH "
"i'm in this post and i don't like it","art","ENGLISH "
"my sister is a gemini and she LOVED milk and hiney","art","ENGLISH "
"my gemini placements r shaking","art","ENGLISH "
"Accurate accurate accurate","art","ENGLISH "
"this is soooo accurate im-","art","ENGLISH "
"Wooah this is so me also never seen the movie but I read the book of me Earl and the dying girl this alll the time so funny","art","ENGLISH "
"I feel personally called out","art","ENGLISH "
"me and earl and the dying girl is my fav movie lmao","art","ENGLISH "
"Holy shit am I actually a gemini?","art","ENGLISH "
"i’m not a gemini but that eighth one hurt","art","ENGLISH "
"why isn’t the idea of finding your soulmate healthy??","art","ENGLISH "
"this is so accurate i literally accidentally laugh when i’m accidentally eavesdropping all the time","art","ENGLISH "
"I feel so personally attacked 😩","art","ENGLISH "
"I’m in this post and I don’t like it (it’s too accurate w o w)","art","ENGLISH "
"As a gemini i totally agree","art","ENGLISH "
"i felt that","art","ENGLISH "
"This is actually too true","art","ENGLISH "
"all of these were true for me. how-","art","ENGLISH "
"Uhg GEMINI GANG","art","ENGLISH "
"How is this so accurate...stop attacking me","art","ENGLISH "
"ugh feeling exposed 😳😳","art","ENGLISH "
"this post has my name on it and i hate it","art","ENGLISH "
"wOw Me!!!! but actually me","art","ENGLISH "
"“is you a undercover water sign?” lmao yeah.","art","ENGLISH "
"“wanting to be like jane austen, but being much more of a sylvia plath” jdksksk im not even a gemini but that hit HARD","art","ENGLISH "
"wow me","art","ENGLISH "
"HOLY SHITYOU DID NOT HVE TO COME FOR ME LIKE THAT","art","ENGLISH "
"pls don't call me out like that oof","art","ENGLISH "
"I've never really related to being a gemini but these are literally all me oof","art","ENGLISH "
"WAIT WHY IS THE 100% ACCURATE","art","ENGLISH "
"hhhhh i don’t like how accurate this is","art","ENGLISH "
"Called out 😔🤙","art","ENGLISH "
"why is this literally me even tho im a leo","art","ENGLISH "
"ezra miller, ezra koenig and ezra the scribe???","art","ENGLISH "
"amazing 💕","art","ENGLISH "
"as a gemini I can confirm that this is super accurate","art","ENGLISH "
"posted on my birthday and it’s too accurate 🤧","art","ENGLISH "
"cute!!:-))","art","ENGLISH "
"Omg so prettyyyy","art","ENGLISH "
"Te amo. Eres grande ❤️","art","SPANISH "
"😍😍😍Mejor amigaaaa que hermosaaa","art","SPANISH "
"Eres una diosaaaa😫","art","SPANISH "
"Me encantasss🖤","art","SPANISH "
"Y esa guapa?","art","SPANISH "
"Que preciosaaaaa estas💛","art","SPANISH "
"ME ENCANTA","art","SPANISH "
"Nice 🔥🔥🔥","art","ENGLISH "
"A gente tbm amaaa 😍😍😍","art","ENGLISH "
